Category,Headline,SubHeading
Tour de France,"- Jeg forstår ikke, hvordan jeg undgår at styrte, siger Vingegaard","Et stort antal ryttere røg i asfalten, men Jonas Vingegaard undslap. "
Tour de France,"Vingegaard om dopingspørgsmål: - Glad for, der rejses tvivl","Jonas Vingegaard understreger, at han ikke selv benytter sig af præstationsfremmende midler"
Tour de France,Vingegaard-hjælper raser: - Var det en tilskuer?,"Dylan van Baarle vidste ikke, at det var en tilskuer, der var skyld i et stort styrt på søndagens etape. "
Tour de France,"- Jeg kan føle mig selvsikker, siger Vingegaard ",Jonas Vingegaard besvarede Tadej Pogacars angreb på sidste kilometer. 
Tour de France,Pogacar storroser Vingegaard,Sloveneren kunne ikke sætte Jumbo-Visma-stjernen på etapen
Tour de France,Vingegaard med stærkt modsvar på Pogacars angreb,"Pogacar forsøgte, men kunne ikke sætte Vingegaard. I udbruddet var Wout van Aert tæt på en flot etapesejr.  "
Tour de France,"Hylder holdkammerat, der stoppede op og festede med fans","Benoît Cosnefroy havde en sjov opstigning til lørdagens finalebjerg Col de Joux Plane, hvor han festede med sine venner"
Tour de France,Tilskuer skyld i stort styrt ,Jonas Vingegaard undslap lige akkurat styrtet. 
Tour de France,INEOS-profil udgår,"Daniel Martinez er ude af Tour de France, da INEOS-holdets læge har spottet tegn på en hjernerystelse"
Tour de France,Kim Andersen har planlagt sit ønske-exit,I mere end 40 år har Kim Andersen nydt tilværelsen som enten professionel cykelrytter eller sportsdirektør. 
Tour de France,Klassementsrytter forklarer alvorligt styrt: - Pludselig blev jeg ramt bagfra,Louis Meintjes lå ellers godt til i klassementet før 14. etape
Tour de France,Video af fransk rytter går viralt – til fest på finalebjerg ,Den franske rytter viste et usædvanligt overskud på den sidste stigning. 
Tour de France,Ekspert hæfter sig ved detalje i Vingegaards kørsel,"Noget tyder på, at Jonas Vingegaard har luret, hvordan Pogacars angreb skal håndteres"
Tour de France,"- Der bliver kørt Tour de France på en måde, vi ikke er vant til at se","Ifølge Trek-sportsdirektøren er det blevet sværere at forudsige, hvad der kommer ske på Tour-etaperne"
Tour de France,"Van Aert forklarer aktion, der fik eksperter til at måbe ",En radiomelding gav Wout van Aert en fornyet tro på tingene. 
Tour de France,Tour-hold vil gå efter danske stjerner,"Uno-X vil nå verdenstoppen kun med norske og danske ryttere. Næste skridt bliver at hente danske stjernenavne.
"
Tour de France,Rystede og græd ved bussen: - Han har mistet en del blod,Adrien Petit gennemførte 14. etape som den sidste rytter. Han var næsten 40 minutter efter de forreste
Tour de France,Holdejer tager Fuglsang i forsvar,"Israel - Premier Techs ejer har tiltro til, at Jakob Fuglsang kører stærkt senere på sæsonen"
Tour de France,Vingegaard sætter ord på Pogacars angreb bag motorcykler,Jonas Vingegaard drog nytte af Tadej Pogacars fejlslagne angreb. 
Tour de France,Nu får kontroversiel episode konsekvenser,"Tadej Pogacar blev bremset, da han angreb for at få bonussekunder"
Tour de France,"- Jeg er da pisseirriteret, siger Skjelmose","Mattias Skjelmose kom ikke afsted i det udbrud, han havde håbet på. "
Tour de France,"En skandale, mener Rolf Sørensen – nu reagerer Pogacar","Rolf Sørensen var ikke imponeret, da han så, at motorcyklerne spærrede vejen"
Tour de France,"- Vi havde håbet på mere, siger Vingegaard ",I klassementet øgede Jonas Vingegaard sit forspring med ét sekund. 
Tour de France,"- Det var ikke en perfekt dag, siger Pogacar",14. etape bød på endnu en tæt duel mellem løbets to bedste ryttere
Tour de France,Vingegaard tager overraskende sekund og bjergtrøje,"Helt som ventet var der action mellem Vingegaard og Pogacar på 14. etape, hvor danskeren øgede sit forspring med et enkelt sekund"
Tour de France,"Stjerne bør få en undskyldning efter offentlig ydmygelse, siger agent ",Caleb Ewans agent er langt fra tilfreds med Lotto-Dstnys opførsel.  
Tour de France,Kæmpe styrt afbryder etape – rytter kørt væk i ambulance  ,To ryttere er udgået efter et alvorligt styrt på 14. etape. 
Tour de France,Chef kalder Tour-holds indsats for pinlig,"Holdchef Patrick Lefevere kalder Quick-Steps resultater i årets Tour de France for pinlige. Sportsdirektør Wilfred Peeters siger, at de ikke giver op"
Tour de France,Fransk stjerne blandt ofrene efter flere styrt,I alt er fem ryttere udgået som følge af styrt på lørdagens etape
Tour de France,Vingegaard-hjælpere holdt fri – derfor er det nødvendigt,"Der venter nogle hårde dage for rytterne i dette års Tour de France, og derfor skal holdene være så intakte som muligt"
